area,price,Adress,floor,facade,road_in,car_parking,bedrooms,wc
51 ,8.35,"Phường Hà Cầu, Quận Hà Đông",4,6,10,2,4,0
54 ,14.0,"Phường Yên Phụ, Quận Tây Hồ",0,0,0,0,0,0
89 ,7.9,"Phường Tân Mai, Quận Hoàng Mai",0,0,0,0,0,0
65 ,11.35,"Phường Thịnh Liệt, Quận Hoàng Mai",5,4,8,2,4,4
230 ,135.0,"Phường Trung Hòa, Quận Cầu Giấy",9,16,20,0,0,0
50 ,6.3,"Phường Ngã Tư Sở, Quận Đống Đa",4,0,0,0,0,0
55 ,6.6,"Phường Định Công, Quận Hoàng Mai",8,0,0,0,0,0
50 ,18.0,"Phường Dịch Vọng Hậu, Quận Cầu Giấy",6,4,6,0,6,6
75 ,110.0,"Phường Quảng An, Quận Tây Hồ",1,65,10,4,1,1
56 ,14.0,"Phường Phương Canh, Quận Nam Từ Liêm",7,4,5,4,4,6
500 ,0.0,"Phường Phạm Đình Hổ, Quận Hai Bà Trưng",6,15,0,4,11,11
555 ,0.0,"Phường Phạm Đình Hổ, Quận Hai Bà Trưng",17,0,30,4,11,11
680 ,0.0,"Phường Láng Thượng, Quận Đống Đa",0,15,50,3,5,5
105 ,17.8,"Phường Minh Khai, Quận Hai Bà Trưng",3,85,16,4,0,0
34 ,1500.0,"Xã Phụng Châu, Huyện Chương Mỹ",3,54,35,0,3,3
64 ,11.0,"Phường Mỹ Đình 1, Quận Nam Từ Liêm",5,51,5,2,9,9
175 ,145.0,"Phường Dịch Vọng, Quận Cầu Giấy",5,8,21,4,5,5
66 ,22.6,"Phường Bồ Đề, Quận Long Biên",4,65,40,1,3,3
41 ,7.6,"Phường Phúc La, Quận Hà Đông",5,4,115,4,6,4
36 ,3.58,"Phường Vạn Phúc, Quận Hà Đông",3,3,35,1,3,3
31.5 ,5.0,"Phường Nguyễn Trãi, Quận Hà Đông",5,525,4,1,3,4
70 ,12.6,"Phường Mai Dịch, Quận Cầu Giấy",5,6,12,4,4,4
40 ,5.5,"Phường Hà Cầu, Quận Hà Đông",1,5,7,0,2,2
38 ,6.9,"Phường Quang Trung, Quận Hà Đông",4,38,9,0,4,4
42 ,26.5,"Phường Quán Thánh, Quận Ba Đình",1,8,0,0,0,0
156 ,26.5,"Phường Quảng An, Quận Tây Hồ",1,1,0,0,0,0
87 ,27.0,"Phường Trần Hưng Đạo, Quận Hoàn Kiếm",4,45,15,0,0,0
90 ,40.0,"Phường Hạ Đình, Quận Thanh Xuân",9,58,0,0,9,10
142 ,28.0,"Phường Bưởi, Quận Tây Hồ",1,1,0,0,0,0
65 ,22.0,"Phường Thanh Lương, Quận Hai Bà Trưng",5,4,0,0,0,0
188 ,129.0,"Phường Hàng Buồm, Quận Hoàn Kiếm",1,7,0,0,0,0
55 ,31.5,"Phường Trung Liệt, Quận Đống Đa",9,5,0,0,0,0
198 ,79.0,"Phường Nghĩa Đô, Quận Cầu Giấy",8,7,0,0,0,0
49 ,25.5,"Phường Ngọc Khánh, Quận Ba Đình",1,5,0,0,0,0
187 ,105.0,"Phường Dịch Vọng, Quận Cầu Giấy",1,9,60,0,0,0
198 ,58.0,"Phường Khương Mai, Quận Thanh Xuân",9,1,0,0,0,0
191 ,58.0,"Phường Quan Hoa, Quận Cầu Giấy",1,1,0,0,0,0
90 ,34.0,"Phường Nhân Chính, Quận Thanh Xuân",9,1,0,0,0,0
36 ,7.15,"Phường Thanh Xuân Nam, Quận Thanh Xuân",4,38,15,0,6,4
39 ,6.9,"Phường Mộ Lao, Quận Hà Đông",5,37,5,0,3,5
48 ,6.65,"Phường Quang Trung, Quận Hà Đông",4,5,6,0,4,4
65 ,18.5,"Phường Nghĩa Đô, Quận Cầu Giấy",5,5,10,0,5,5
50 ,17.4,"Phường Quỳnh Mai, Quận Hai Bà Trưng",7,37,12,4,0,0
86 ,12.7,"Phường Chương Dương Độ, Quận Hoàn Kiếm",3,33,0,1,3,4
46 ,6.4,"Phường Láng Thượng, Quận Đống Đa",5,47,3,0,4,3
62 ,14.5,"Phường Ngọc Lâm, Quận Long Biên",6,45,4,2,4,3
46 ,11.9,"Phường Trương Định, Quận Hai Bà Trưng",7,43,4,1,5,4
46 ,106.0,"Phường Vĩnh Phúc, Quận Ba Đình",4,4,8,0,0,0
80 ,75.0,"Phường Chương Dương Độ, Quận Hoàn Kiếm",3,4,6,0,3,2
31 ,11.3,"Phường Minh Khai, Quận Hai Bà Trưng",4,4,60,1,3,3
85 ,21.0,"Phường Phương Liệt, Quận Thanh Xuân",5,55,10,2,6,4
85 ,28.5,"Phường Nghĩa Tân, Quận Cầu Giấy",7,6,12,3,0,0
51 ,5.6,"Phường Thụy Phương, Quận Bắc Từ Liêm",5,45,12,0,4,4
60 ,14.2,"Phường Mỹ Đình 2, Quận Nam Từ Liêm",7,47,0,1,2,5
40 ,8.45,"Phường Mỹ Đình 1, Quận Nam Từ Liêm",5,35,5,2,4,4
50 ,21.5,"Phường Bưởi, Quận Tây Hồ",6,44,5,4,7,4
45 ,11.0,"Phường Tân Mai, Quận Hoàng Mai",8,4,20,1,4,8
80 ,9.4,"Phường Kiến Hưng, Quận Hà Đông",4,5,6,2,3,3
56 ,11.5,"Phường Láng Hạ, Quận Đống Đa",5,4,6,2,4,3
35 ,5.1,"Phường Thịnh Liệt, Quận Hoàng Mai",5,35,4,1,4,4
45 ,11.0,"Phường Tân Mai, Quận Hoàng Mai",8,4,20,1,4,8
160 ,36.0,"Phường Xuân La, Quận Tây Hồ",0,0,0,4,4,4
500 ,135.0,"Phường Bưởi, Quận Tây Hồ",4,15,20,0,0,0
84 ,25.5,"Phường Cửa Nam, Quận Hoàn Kiếm",0,0,0,0,0,0
85 ,10.9,"Phường Cầu Diễn, Quận Nam Từ Liêm",4,4,12,4,4,5
35 ,10.8,"Phường Mai Dịch, Quận Cầu Giấy",5,4,20,4,3,4
40 ,9.2,"Phường Mai Dịch, Quận Cầu Giấy",5,4,20,4,3,4
38 ,10.0,"Phường Mai Dịch, Quận Cầu Giấy",5,4,30,4,3,4
32 ,10.5,"Phường Mai Dịch, Quận Cầu Giấy",6,4,20,4,4,5
70 ,12.0,"Phường Mai Dịch, Quận Cầu Giấy",5,5,20,4,4,4
200 ,98.0,"Phường Nhật Tân, Quận Tây Hồ",8,10,12,4,11,11
60 ,15.5,"Phường Bưởi, Quận Tây Hồ",7,55,7,2,6,0
63 ,0.006900000000000001,"Phường Mộ Lao, Quận Hà Đông",0,0,0,0,0,0
43 ,10.0,"Phường Giáp Bát, Quận Hoàng Mai",8,4,25,1,6,5
36 ,30.0,", Quận Hoàn Kiếm",0,0,0,0,0,0
33 ,2380.0,"Xã Tả Thanh Oai, Huyện Thanh Trì",0,0,0,0,0,0
184.7 ,0.0,"Phường Bạch Đằng, Quận Hai Bà Trưng",5,6,20,0,0,0
184.7 ,0.6,"Phường Đống Mác, Quận Hai Bà Trưng",5,6,20,0,0,0
60 ,9.0,", Quận Cầu Giấy",7,6,60,0,11,7
80 ,18.0,"Phường Đống Mác, Quận Hai Bà Trưng",4,6,0,0,0,0
24 ,4.6,"Phường Phúc Xá, Quận Ba Đình",5,35,5,4,3,4
110 ,45.0,"Phường Trung Liệt, Quận Đống Đa",7,7,30,4,10,10
83 ,45.0,"Phường Láng Hạ, Quận Đống Đa",4,45,50,4,3,5
40 ,25.0,"Phường Nam Đồng, Quận Đống Đa",5,4,60,4,3,5
35 ,34.7,"Phường Trần Hưng Đạo, Quận Hoàn Kiếm",4,4,40,4,3,4
86 ,48.8,"Phường Ô Chợ Dừa, Quận Đống Đa",7,6,30,4,4,8
50 ,15.5,", Quận Hai Bà Trưng",4,4,30,4,4,4
125 ,57.0,", Quận Hoàn Kiếm",5,5,30,4,9,9
130 ,30.5,", Quận Cầu Giấy",5,6,15,4,9,9
135 ,41.5,", Quận Cầu Giấy",8,45,30,4,11,11
130 ,95.0,"Phường Nam Đồng, Quận Đống Đa",7,6,50,4,3,7
63 ,21.5,"Phường Cống Vị, Quận Ba Đình",5,6,20,4,6,6
66 ,33.5,"Phường Ô Chợ Dừa, Quận Đống Đa",5,55,50,4,2,5
60 ,26.0,"Phường Nhân Chính, Quận Thanh Xuân",2,84,20,4,2,2
86 ,33.5,"Phường Trung Hòa, Quận Cầu Giấy",8,55,9,4,0,0
70 ,51.0,"Phường Bùi thị Xuân, Quận Hai Bà Trưng",7,52,30,4,4,9
95 ,40.0,"Phường Ô Chợ Dừa, Quận Đống Đa",5,55,50,4,3,5
70 ,27.0,"Phường Láng Hạ, Quận Đống Đa",6,48,6,4,3,6
55 ,8.35,"Phường Quang Trung, Quận Hà Đông",4,6,9,0,0,0
59 ,7.9,"Phường Hoàng Liệt, Quận Hoàng Mai",0,0,0,0,0,0
70 ,6.0,"Thị Trấn Đông Anh, Huyện Đông Anh",0,0,6,0,0,0
65 ,11.8,"Phường Thịnh Liệt, Quận Hoàng Mai",5,4,10,0,4,4
59 ,4.0,"Phường Kiến Hưng, Quận Hà Đông",4,6,5,1,4,3
105 ,42.0,"Phường Văn Miếu, Quận Đống Đa",9,5,5,2,10,11
100 ,40.0,"Phường Quốc Tử Giám, Quận Đống Đa",9,6,5,2,11,11
120 ,70.0,"Phường Trung Hòa, Quận Cầu Giấy",9,72,0,0,0,0
120 ,70.0,"Phường Trung Hòa, Quận Cầu Giấy",9,7,0,0,0,0
50 ,8.0,"Phường Kiến Hưng, Quận Hà Đông",5,4,7,1,4,3
32 ,5.0,"Phường Nguyễn Trãi, Quận Hà Đông",5,68,4,0,4,3
41 ,0.1722,"Phường Hàng Bột, Quận Đống Đa",4,38,0,0,4,3
42 ,7.4,"Phường Nghĩa Đô, Quận Cầu Giấy",5,46,3,1,4,2
68 ,15.0,"Phường Đại Kim, Quận Hoàng Mai",6,85,4,2,4,4
45 ,6.8,"Phường Khương Đình, Quận Thanh Xuân",5,35,3,0,4,5
56 ,23.2,"Phường Láng Thượng, Quận Đống Đa",5,35,20,0,6,5
60 ,24.5,"Phường Nam Đồng, Quận Đống Đa",5,5,20,0,5,4
95 ,35.0,"Phường Khương Mai, Quận Thanh Xuân",9,5,20,3,9,9
45 ,6.85,"Phường Quang Trung, Quận Hà Đông",4,33,0,3,0,0
70 ,23.0,"Phường Mai Dịch, Quận Cầu Giấy",4,7,20,0,5,5
51 ,8.35,"Phường Quang Trung, Quận Hà Đông",4,6,0,0,4,0
50 ,6.4,"Phường Nhật Tân, Quận Tây Hồ",5,4,10,1,4,4
55 ,25.0,"Phường Giảng Võ, Quận Ba Đình",5,42,25,4,6,6
60 ,14.5,"Phường Yên Hòa, Quận Cầu Giấy",5,42,10,1,5,5
50 ,14.6,"Phường Mai Dịch, Quận Cầu Giấy",5,4,10,2,5,5
60 ,12.8,"Phường Trung Hòa, Quận Cầu Giấy",7,4,10,1,6,7
58 ,31.5,"Phường Thụy Khuê, Quận Tây Hồ",5,35,20,1,4,4
81 ,15.5,"Phường Mễ Trì, Quận Nam Từ Liêm",5,5,13,0,5,5
130 ,21.8,"Phường Mai Dịch, Quận Cầu Giấy",5,7,10,0,5,5
36 ,3.5,"Phường Vạn Phúc, Quận Hà Đông",4,3,3,0,3,3
38 ,5.65,"Phường Yết Kiêu, Quận Hà Đông",3,64,7,0,4,4
85 ,9.9,"Phường Thịnh Liệt, Quận Hoàng Mai",4,45,5,1,4,3
60 ,0.0,"Phường Phương Mai, Quận Đống Đa",4,5,10,0,4,3
50 ,10.8,"Phường Dịch Vọng, Quận Cầu Giấy",7,6,3,0,4,3
125 ,17.0,"Phường Nhân Chính, Quận Thanh Xuân",4,42,4,0,4,3
38 ,4.75,"Phường Thanh Xuân Nam, Quận Thanh Xuân",4,42,3,0,4,3
42 ,5.0,"Phường Khương Trung, Quận Thanh Xuân",5,35,3,0,5,3
68 ,6.3,"Phường Nhân Chính, Quận Thanh Xuân",4,44,2,0,3,3
38 ,6.25,"Phường Láng Thượng, Quận Đống Đa",5,4,3,0,8,5
70 ,22.8,"Phường Vĩnh Phúc, Quận Ba Đình",6,6,4,2,5,3
106 ,3.39,"Phường Bạch Mai, Quận Hai Bà Trưng",2,43,10,1,2,2
50 ,12.45,"Phường Yên Hòa, Quận Cầu Giấy",5,35,4,0,4,3
72 ,11.0,"Phường Kim Giang, Quận Thanh Xuân",4,6,4,1,4,3
60 ,15.0,"Phường Mai Dịch, Quận Cầu Giấy",8,41,4,1,8,6
55 ,11.0,"Phường Bạch Đằng, Quận Hai Bà Trưng",5,33,3,0,5,4
76 ,22.0,"Phường Đức Giang, Quận Long Biên",7,5,5,1,5,4
50 ,10.2,"Phường La Khê, Quận Hà Đông",7,5,5,1,5,4
110 ,19.5,"Phường Dịch Vọng, Quận Cầu Giấy",8,85,4,1,5,4
210 ,83.0,"Phường Nguyễn Du, Quận Hai Bà Trưng",3,13,20,3,3,3
157 ,129.0,"Phường Quảng An, Quận Tây Hồ",7,11,10,2,5,3
146 ,34.8,"Phường Quang Trung, Quận Hà Đông",2,10,20,2,3,2
60 ,12.8,"Phường Ngọc Khánh, Quận Ba Đình",5,4,4,1,5,3
47 ,7.4,"Phường Dịch Vọng, Quận Cầu Giấy",4,4,3,0,4,3
63 ,11.2,"Phường Láng Thượng, Quận Đống Đa",6,43,5,1,5,3
72 ,37.0,"Phường Mộ Lao, Quận Hà Đông",4,45,15,1,3,3
121 ,15.8,"Phường Trung Văn, Quận Nam Từ Liêm",7,76,4,0,11,11
63 ,19.6,"Phường Nhân Chính, Quận Thanh Xuân",6,4,10,1,5,4
35 ,6.6,"Phường Quang Trung, Quận Hà Đông",5,35,5,0,4,3
45 ,17.0,"Phường Trung Phụng, Quận Đống Đa",6,5,5,1,3,3
66 ,15.0,"Phường Ngọc Lâm, Quận Long Biên",4,4,4,1,4,3
129 ,42.0,"Phường Bạch Mai, Quận Hai Bà Trưng",1,4,15,0,3,1
500 ,0.1,"Xã Ngọc Hồi, Huyện Thanh Trì",2,30,22,4,2,2
54 ,14.0,"Phường Yên Phụ, Quận Tây Hồ",0,0,0,0,0,0
54 ,8.9,", Quận Thanh Xuân",0,0,0,0,0,0
58 ,12.5,"Phường Phúc La, Quận Hà Đông",0,0,0,0,0,0
43 ,4.65,"Phường Đại Kim, Quận Hoàng Mai",4,0,0,0,0,0
40 ,0.0,"Phường Trung Văn, Quận Nam Từ Liêm",4,4,6,0,4,3
80 ,39.5,"Phường Mỹ Đình 1, Quận Nam Từ Liêm",8,17,0,0,0,0
35 ,5.1,"Phường Ô Chợ Dừa, Quận Đống Đa",5,0,0,0,0,0
56 ,15.0,"Phường Khương Mai, Quận Thanh Xuân",0,32,0,0,0,0
77 ,28.5,"Phường Trung Liệt, Quận Đống Đa",5,42,10,1,7,4
100 ,3.9,"Phường Hàng Đào, Quận Hoàn Kiếm",3,5,12,0,0,0
118 ,30.0,"Phường Trung Hòa, Quận Cầu Giấy",5,5,10,0,6,0
55 ,6.9,"Phường Tứ Liên, Quận Tây Hồ",1,7,6,0,2,0
60 ,8.0,"Phường Bạch Đằng, Quận Hai Bà Trưng",5,4,1,0,4,5
35 ,13.0,", Quận Tây Hồ",0,0,0,0,0,0
60 ,8.0,"Phường Bạch Đằng, Quận Hai Bà Trưng",4,4,0,1,4,4
40 ,4.5,"Phường Thanh Nhàn, Quận Hai Bà Trưng",4,45,4,0,3,0
36 ,3.6,"Phường Vạn Phúc, Quận Hà Đông",3,3,35,1,3,2
102 ,23.0,"Phường Bưởi, Quận Tây Hồ",1,5,6,1,3,2
79 ,21.0,"Phường Mỹ Đình 2, Quận Nam Từ Liêm",9,4,9,2,11,0
102 ,23.2,"Phường Phú La, Quận Hà Đông",5,20,12,4,4,4
45 ,12.5,", Quận Cầu Giấy",3,4,30,4,2,2
126 ,62.6,"Phường Bùi thị Xuân, Quận Hai Bà Trưng",0,0,0,0,0,0
136 ,101.0,"Phường Nguyễn Du, Quận Hai Bà Trưng",0,0,0,0,0,0
353 ,96.8,"Phường Đồng Tâm, Quận Hai Bà Trưng",0,115,55,0,0,0
45 ,8.0,"Phường Phúc Xá, Quận Ba Đình",6,4,20,0,8,8
45 ,20.0,"Phường Dịch Vọng, Quận Cầu Giấy",5,6,40,4,4,5
50 ,14.5,"Phường Nhân Chính, Quận Thanh Xuân",5,4,20,4,4,4
75 ,15.8,"Phường Mỹ Đình 1, Quận Nam Từ Liêm",5,6,20,4,3,4
52 ,14.6,"Phường Trung Hòa, Quận Cầu Giấy",7,5,12,4,4,6
50 ,14.5,"Phường Trung Hòa, Quận Cầu Giấy",7,5,12,4,4,6
90 ,21.0,"Phường Quan Hoa, Quận Cầu Giấy",5,45,12,4,6,5
45 ,19.8,"Phường Dịch Vọng Hậu, Quận Cầu Giấy",5,5,30,4,4,5
50 ,19.2,"Phường Dịch Vọng, Quận Cầu Giấy",6,4,30,4,4,5
42 ,19.5,"Phường Dịch Vọng Hậu, Quận Cầu Giấy",5,4,40,4,3,4
60 ,25.5,"Phường Nghĩa Đô, Quận Cầu Giấy",6,4,40,4,4,5
105 ,33.5,"Phường Trung Hòa, Quận Cầu Giấy",6,5,12,4,6,8
100 ,33.0,"Phường Trung Hòa, Quận Cầu Giấy",7,5,15,4,5,6
75 ,12.5,"Phường Mai Dịch, Quận Cầu Giấy",5,5,20,4,4,4
75 ,11.9,"Phường Mỹ Đình 1, Quận Nam Từ Liêm",5,5,20,4,4,4
40 ,7.8,"Phường Phú La, Quận Hà Đông",4,45,14,0,4,0
82 ,15.8,"Phường Mộ Lao, Quận Hà Đông",4,42,36,0,4,0
62 ,6.56,"Phường Long Biên, Quận Long Biên",4,4,3,1,4,4
80.1 ,44.0,", Quận Ba Đình",0,0,0,0,0,0
68 ,24.0,"Phường Quảng An, Quận Tây Hồ",3,5,8,1,3,0
55 ,6.4,"Phường Nguyễn Trãi, Quận Hà Đông",4,36,7,1,4,4
86 ,35.6,", Quận Ba Đình",0,0,0,0,0,0
45 ,6.3,"Phường Trương Định, Quận Hai Bà Trưng",4,45,15,1,4,3
42 ,9.9,"Phường Đồng Tâm, Quận Hai Bà Trưng",3,45,16,4,2,2
75 ,11.6,"Phường Kiến Hưng, Quận Hà Đông",5,7,10,4,4,4
60 ,19.0,"Phường Kim Mã, Quận Ba Đình",5,5,30,3,5,5
42 ,8.6,"Phường Láng Thượng, Quận Đống Đa",5,52,6,0,7,3
102.4 ,16.5,"Xã Uy Nỗ, Huyện Đông Anh",4,3,20,2,4,3
72 ,35.0,"Phường Trung Hòa, Quận Cầu Giấy",0,0,0,0,0,0
300 ,230.0,"Phường Hàng Bài, Quận Hoàn Kiếm",0,0,0,0,0,0
90 ,16.0,"Phường Phúc La, Quận Hà Đông",4,45,19,1,4,4
158 ,55.0,"Phường Trúc Bạch, Quận Ba Đình",3,6,30,0,4,4
30 ,6.0,"Phường Thanh Xuân Bắc, Quận Thanh Xuân",4,4,24,4,3,5
60 ,9.2,"Phường Quang Trung, Quận Hà Đông",1,4,8,4,2,2
45 ,12.7,"Phường Yên Hòa, Quận Cầu Giấy",5,4,12,0,4,2
42 ,15.2,"Phường Khương Thượng, Quận Đống Đa",1,54,20,4,0,0
53 ,13.4,"Phường Tân Mai, Quận Hoàng Mai",5,46,8,2,4,4
36 ,7.1,"Phường Trương Định, Quận Hai Bà Trưng",0,5,20,1,0,0
54 ,11.5,"Phường Phương Liệt, Quận Thanh Xuân",4,5,10,1,4,3
45 ,20.0,"Phường Tân Mai, Quận Hoàng Mai",9,6,7,0,7,0
30 ,2.9,"Phường Vĩnh Hưng, Quận Hoàng Mai",1,31,10,1,1,1
22 ,6.5,"Phường Minh Khai, Quận Hai Bà Trưng",4,32,30,1,2,2
60 ,17.0,"Phường Giáp Bát, Quận Hoàng Mai",6,7,30,2,6,4
58 ,11.8,"Phường Giáp Bát, Quận Hoàng Mai",5,54,15,1,4,4
51 ,22.8,"Phường Thanh Nhàn, Quận Hai Bà Trưng",4,41,30,2,4,3
38 ,0.1691,"Phường Khương Đình, Quận Thanh Xuân",4,4,3,0,4,3
30 ,5.8,"Phường Văn Quán, Quận Hà Đông",4,3,3,0,3,3
64 ,35.0,", Quận Cầu Giấy",0,0,0,0,0,0
100 ,53.5,", Quận Tây Hồ",0,0,0,0,0,0
55 ,18.8,"Phường Yên Hòa, Quận Cầu Giấy",5,4,16,4,5,5
85 ,39.5,"Phường Nhật Tân, Quận Tây Hồ",5,7,20,0,0,0
90 ,21.3,"Phường Kim Mã, Quận Ba Đình",3,41,41,4,3,3
40 ,6.25,"Phường Khương Thượng, Quận Đống Đa",6,5,4,0,4,0
153 ,26.6,"Phường Phúc La, Quận Hà Đông",0,0,0,0,0,0
48 ,5.2,", Quận Thanh Xuân",5,390000009536743,3,1,4,5
64 ,11.3,"Phường Mỹ Đình 1, Quận Nam Từ Liêm",6,51,7,2,8,6
51 ,9.6,"Phường Văn Quán, Quận Hà Đông",0,0,0,0,0,0
70 ,19.2,"Phường Dịch Vọng, Quận Cầu Giấy",5,0,6,2,4,0
85 ,24.0,"Phường Yên Hòa, Quận Cầu Giấy",5,0,6,3,6,0
30 ,11.8,"Phường Thượng Đình, Quận Thanh Xuân",6,42,26,4,0,0
42 ,15.2,"Phường Khương Thượng, Quận Đống Đa",1,54,20,4,0,0
70 ,17.5,"Phường Khương Mai, Quận Thanh Xuân",5,42,10,1,5,4
41 ,13.8,", Quận Hà Đông",0,0,0,0,0,0
60 ,10.5,"Phường Phúc La, Quận Hà Đông",5,45,10,3,6,6
60 ,9.3,"Phường Quang Trung, Quận Hà Đông",5,5,6,4,4,4
90 ,19.0,"Phường Phú La, Quận Hà Đông",5,5,20,4,6,4
40 ,8.6,"Phường Quang Trung, Quận Hà Đông",4,4,8,4,4,3
61 ,11.5,"Phường Quang Trung, Quận Hà Đông",5,0,10,4,5,5
60 ,11.5,"Phường Vạn Phúc, Quận Hà Đông",6,5,30,4,6,6
90 ,20.0,"Phường Phú La, Quận Hà Đông",5,5,25,4,6,4
60 ,12.0,"Phường La Khê, Quận Hà Đông",5,45,12,4,4,4
185 ,17.5,"Phường La Khê, Quận Hà Đông",3,10,20,4,6,0
73 ,11.5,"Phường Phú La, Quận Hà Đông",5,5,10,4,6,4
110 ,22.5,"Phường Mộ Lao, Quận Hà Đông",5,20,10,4,6,5
45 ,11.5,"Phường Khương Trung, Quận Thanh Xuân",5,4,8,2,4,4
90 ,12.0,"Phường Sài Đồng, Quận Long Biên",0,0,0,0,0,0
310 ,0.0,"Phường Lê Đại Hành, Quận Hai Bà Trưng",3,45,35,0,0,0
34 ,3.0,"Phường Phú Diễn, Quận Bắc Từ Liêm",5,5,3,1,4,4
89 ,27.0,"Phường Bồ Đề, Quận Long Biên",5,54,40,0,0,0
46 ,14.7,"Phường Láng Hạ, Quận Đống Đa",5,6,4,1,3,3
95 ,29.5,"Phường Láng Thượng, Quận Đống Đa",5,41,30,0,5,5
63 ,19.6,"Phường Hạ Đình, Quận Thanh Xuân",6,4,20,0,5,5
52 ,32.5,"Phường Trung Hòa, Quận Cầu Giấy",7,36,30,0,6,7
50 ,36.0,"Phường Ô Chợ Dừa, Quận Đống Đa",7,5,30,0,6,7
60 ,33.5,"Phường Ô Chợ Dừa, Quận Đống Đa",5,6,50,0,3,5
53 ,19.1,"Phường Cát Linh, Quận Đống Đa",4,37,30,0,4,3
63 ,65.0,"Phường Kiến Hưng, Quận Hà Đông",3,45,5,1,3,3
58 ,13.0,", Quận Hoàng Mai",0,0,0,0,0,0
52 ,5.9,"Phường Khương Trung, Quận Thanh Xuân",3,0,5,4,3,4
55 ,12.6,"Phường La Khê, Quận Hà Đông",0,0,0,0,0,0
46 ,6.1,"Phường Quang Trung, Quận Hà Đông",0,0,0,0,0,0
45 ,8.35,"Phường Văn Quán, Quận Hà Đông",0,0,0,0,0,0
39 ,4.5,"Phường Nhân Chính, Quận Thanh Xuân",5,68,3,0,3,3
55 ,15.0,"Phường Dịch Vọng, Quận Cầu Giấy",4,5,10,1,4,3
20 ,2.85,"Phường Lĩnh Nam, Quận Hoàng Mai",0,46,5,4,3,4
80 ,20.0,"Phường Mộ Lao, Quận Hà Đông",5,4,7,4,6,7
35 ,4.9,"Phường Văn Quán, Quận Hà Đông",5,4,5,0,3,4
43 ,10.0,"Phường Kim Mã, Quận Ba Đình",5,4,9,0,4,4
49 ,11.0,"Phường Cửa Đông, Quận Hoàn Kiếm",4,4,5,0,4,4
70 ,20.0,"Phường Vĩnh Phúc, Quận Ba Đình",6,6,7,0,5,6
56 ,15.0,"Phường Nghĩa Đô, Quận Cầu Giấy",7,5,7,0,4,5
65 ,15.0,"Phường Cổ Nhuế 1, Quận Bắc Từ Liêm",4,6,5,0,4,4
45 ,9.0,"Phường Thụy Khuê, Quận Tây Hồ",6,4,3,0,3,4
62 ,14.0,"Phường Nghĩa Đô, Quận Cầu Giấy",6,4,6,0,4,5
35 ,4.1,"Xã Kim Chung, Huyện Hoài Đức",4,35,8,4,3,3
75 ,18.0,"Phường Mộ Lao, Quận Hà Đông",5,45,8,2,6,4
50 ,12.0,"Phường Hạ Đình, Quận Thanh Xuân",4,46,8,4,4,3
105 ,33.5,"Phường Dịch Vọng, Quận Cầu Giấy",7,7,12,4,0,0
50 ,26.5,"Phường Dịch Vọng, Quận Cầu Giấy",5,37,30,0,0,4
43 ,21.5,"Phường Yên Hòa, Quận Cầu Giấy",6,4,30,2,5,6
50 ,21.7,"Phường Nhân Chính, Quận Thanh Xuân",5,36,20,0,0,0
68 ,27.5,"Phường Trung Hòa, Quận Cầu Giấy",8,42,20,2,9,8
45 ,70.0,"Phường Ô Chợ Dừa, Quận Đống Đa",5,4,20,1,6,0
90 ,17.5,"Phường Nghĩa Tân, Quận Cầu Giấy",2,6,20,3,2,2
120 ,20.0,"Phường Mai Dịch, Quận Cầu Giấy",2,5,12,4,4,4
45 ,4.6,"Phường Kiến Hưng, Quận Hà Đông",5,5,5,1,4,4
70 ,13.0,"Phường Bồ Đề, Quận Long Biên",0,0,0,0,0,0
36 ,7.5,"Phường Thanh Xuân Bắc, Quận Thanh Xuân",5,0,0,0,0,0
57 ,12.0,"Phường Văn Quán, Quận Hà Đông",5,41,6,1,4,3
48 ,8.95,"Phường Khương Mai, Quận Thanh Xuân",4,4,5,0,4,3
60 ,9.0,"Phường Văn Quán, Quận Hà Đông",4,5,6,1,4,3
48 ,5.5,"Phường Cống Vị, Quận Ba Đình",2,64,30,0,0,0
42 ,6.5,"Phường Định Công, Quận Hoàng Mai",5,8,0,0,4,0
75 ,9.2,"Phường Nguyễn Trãi, Quận Hà Đông",0,0,0,0,0,0
50 ,6.3,"Phường Cổ Nhuế 2, Quận Bắc Từ Liêm",1,5,5,0,0,0
59 ,10.0,"Phường Đức Thắng, Quận Bắc Từ Liêm",0,4,0,0,0,0
57 ,13.7,"Phường Đại Kim, Quận Hoàng Mai",5,4,10,2,4,4
45 ,7.5,"Phường Phú La, Quận Hà Đông",5,5,12,4,4,5
40 ,0.0,"Phường Đại Kim, Quận Hoàng Mai",0,0,0,0,0,0
45 ,16.6,"Phường Láng Thượng, Quận Đống Đa",5,0,21,4,4,5
25 ,3.2,"Phường Thanh Trì, Quận Hoàng Mai",4,0,11,0,3,3
138 ,86.0,"Phường Trung Hòa, Quận Cầu Giấy",8,6,20,0,10,8
59 ,35.6,"Phường Cát Linh, Quận Đống Đa",0,45,30,0,6,5
80 ,25.8,"Phường Trung Hòa, Quận Cầu Giấy",5,5,10,0,5,5
46 ,6.8,"Phường Trung Văn, Quận Nam Từ Liêm",5,6,5,1,4,3
45 ,11.3,"Phường Khương Trung, Quận Thanh Xuân",5,54,7,2,4,4
45 ,9.3,"Phường Biên Giang, Quận Hà Đông",6,4,10,4,4,4
